,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,age,mileage (km),diesel_yn,petrol_yn,hybrid_yn,manual_yn,semi_automatic_yn,automatic_yn,A_Series_yn,T_Series_yn,S_Series_yn,R_Series_yn,Q_Series_yn,model_type
2127, A1,2017,11000,Manual,18988,Petrol,145,67.3,1.0,3,30558,0,1,0,1,0,0,1,0,0,0,0,A
2128, Q3,2014,13990,Manual,55735,Diesel,160,49.6,2.0,6,89697,1,0,0,1,0,0,0,0,0,0,1,Q
2129, Q3,2017,19152,Manual,25000,Petrol,150,49.6,1.4,3,40234,0,1,0,1,0,0,0,0,0,0,1,Q
2130, TT,2015,16842,Manual,31208,Petrol,150,47.9,2.0,5,50224,0,1,0,1,0,0,0,1,0,0,0,T
2131, Q2,2017,19295,Manual,20647,Petrol,145,50.4,1.4,3,33228,0,1,0,1,0,0,0,0,0,0,1,Q
2132, Q2,2019,21030,Automatic,1342,Diesel,145,47.9,1.6,1,2160,1,0,0,0,0,1,0,0,0,0,1,Q
2133, A5,2014,12240,Semi-Auto,65555,Diesel,125,60.1,2.0,6,105500,1,0,0,0,1,0,1,0,0,0,0,A
2134, A3,2014,13299,Manual,24003,Petrol,30,54.3,1.4,6,38629,0,1,0,1,0,0,1,0,0,0,0,A
2135, A3,2015,13480,Manual,45427,Petrol,125,52.3,1.4,5,73107,0,1,0,1,0,0,1,0,0,0,0,A
2136, TT,2016,15498,Manual,38908,Petrol,145,47.1,1.8,4,62616,0,1,0,1,0,0,0,1,0,0,0,T
2137, Q5,2019,34498,Semi-Auto,21,Petrol,145,32.1,2.0,1,34,0,1,0,0,1,0,0,0,0,0,1,Q
2138, TT,2014,12995,Semi-Auto,42000,Petrol,165,44.1,1.8,6,67592,0,1,0,0,1,0,0,1,0,0,0,T
2139, A1,2015,11295,Manual,44500,Diesel,0,80.7,1.6,5,71616,1,0,0,1,0,0,1,0,0,0,0,A
2140, Q2,2020,27495,Semi-Auto,2000,Petrol,150,43.5,1.5,0,3219,0,1,0,0,1,0,0,0,0,0,1,Q
2141, A3,2020,21995,Manual,5000,Diesel,145,56.5,2.0,0,8047,1,0,0,1,0,0,1,0,0,0,0,A
2142, A4,2020,43995,Semi-Auto,4000,Diesel,145,40.9,3.0,0,6437,1,0,0,0,1,0,1,0,0,0,0,A
2143, A5,2018,23995,Manual,13500,Diesel,145,64.2,2.0,2,21726,1,0,0,1,0,0,1,0,0,0,0,A
2144, Q5,2016,20499,Automatic,27616,Diesel,200,47.1,2.0,4,44444,1,0,0,0,0,1,0,0,0,0,1,Q
2145, A3,2014,8895,Manual,50262,Diesel,0,74.3,1.6,6,80889,1,0,0,1,0,0,1,0,0,0,0,A
2146, A1,2015,11484,Manual,45070,Petrol,30,55.4,1.4,5,72533,0,1,0,1,0,0,1,0,0,0,0,A
2147, A3,2016,20560,Semi-Auto,26860,Petrol,160,44.1,2.0,4,43227,0,1,0,0,1,0,1,0,0,0,0,A
2148, A1,2016,10260,Manual,47779,Petrol,30,55.4,1.4,4,76893,0,1,0,1,0,0,1,0,0,0,0,A
2149, A3,2015,10930,Manual,41683,Petrol,20,58.9,1.4,5,67082,0,1,0,1,0,0,1,0,0,0,0,A
2150, A5,2015,16680,Automatic,39251,Diesel,145,56.5,2.0,5,63168,1,0,0,0,0,1,1,0,0,0,0,A
2151, Q2,2017,19991,Semi-Auto,19001,Diesel,150,57.7,2.0,3,30579,1,0,0,0,1,0,0,0,0,0,1,Q
2152, A3,2013,11491,Semi-Auto,59000,Petrol,30,56.5,1.4,7,94951,0,1,0,0,1,0,1,0,0,0,0,A
2153, Q5,2016,18891,Semi-Auto,28931,Diesel,205,47.9,2.0,4,46560,1,0,0,0,1,0,0,0,0,0,1,Q
2154, A1,2014,7951,Manual,53291,Diesel,0,74.3,1.6,6,85763,1,0,0,1,0,0,1,0,0,0,0,A
2155, A3,2017,20999,Manual,20949,Petrol,200,40.4,2.0,3,33714,0,1,0,1,0,0,1,0,0,0,0,A
2156, Q3,2015,12750,Manual,78962,Diesel,125,60.1,2.0,5,127077,1,0,0,1,0,0,0,0,0,0,1,Q
2157, A5,2017,18990,Semi-Auto,41215,Diesel,30,67.3,2.0,3,66329,1,0,0,0,1,0,1,0,0,0,0,A
2158, A1,2016,9950,Manual,24396,Petrol,0,67.3,1.0,4,39261,0,1,0,1,0,0,1,0,0,0,0,A
2159, Q3,2014,15995,Semi-Auto,24000,Petrol,265,36.7,2.0,6,38624,0,1,0,0,1,0,0,0,0,0,1,Q
2160, Q5,2016,28795,Semi-Auto,42000,Diesel,240,42.8,3.0,4,67592,1,0,0,0,1,0,0,0,0,0,1,Q
2161, Q5,2015,19495,Semi-Auto,52000,Diesel,205,47.1,2.0,5,83686,1,0,0,0,1,0,0,0,0,0,1,Q
2162, Q3,2020,36995,Semi-Auto,2000,Diesel,150,45.6,2.0,0,3219,1,0,0,0,1,0,0,0,0,0,1,Q
2163, A5,2017,19995,Semi-Auto,54000,Diesel,150,67.3,2.0,3,86904,1,0,0,0,1,0,1,0,0,0,0,A
2164, A3,2017,19995,Manual,17800,Petrol,150,54.3,1.5,3,28646,0,1,0,1,0,0,1,0,0,0,0,A
2165, Q3,2018,21995,Semi-Auto,43000,Diesel,150,53.3,2.0,2,69202,1,0,0,0,1,0,0,0,0,0,1,Q
2166, A1,2017,10995,Manual,45000,Diesel,0,76.3,1.6,3,72420,1,0,0,1,0,0,1,0,0,0,0,A
2167, Q3,2020,25995,Manual,7000,Petrol,150,40.9,1.5,0,11265,0,1,0,1,0,0,0,0,0,0,1,Q
2168, Q3,2015,17250,Manual,21350,Diesel,160,49.6,2.0,5,34359,1,0,0,1,0,0,0,0,0,0,1,Q
2169, A1,2015,12400,Manual,18200,Diesel,0,80.7,1.6,5,29290,1,0,0,1,0,0,1,0,0,0,0,A
2170, Q5,2015,17900,Manual,40785,Diesel,205,47.9,2.0,5,65637,1,0,0,1,0,0,0,0,0,0,1,Q
2171, Q5,2016,22295,Semi-Auto,32300,Diesel,200,47.1,2.0,4,51982,1,0,0,0,1,0,0,0,0,0,1,Q
2172, A6,2017,21195,Semi-Auto,32000,Diesel,145,61.4,2.0,3,51499,1,0,0,0,1,0,1,0,0,0,0,A
2173, Q3,2020,32995,Semi-Auto,3000,Diesel,145,47.1,2.0,0,4828,1,0,0,0,1,0,0,0,0,0,1,Q
2174, A5,2020,32995,Semi-Auto,2000,Diesel,145,48.7,2.0,0,3219,1,0,0,0,1,0,1,0,0,0,0,A
2175, A1,2017,14995,Semi-Auto,11500,Petrol,145,57.6,1.4,3,18507,0,1,0,0,1,0,1,0,0,0,0,A
2176, A1,2017,12495,Manual,26500,Petrol,145,55.4,1.4,3,42648,0,1,0,1,0,0,1,0,0,0,0,A
2177, Q2,2019,21995,Semi-Auto,10544,Petrol,145,42.8,1.5,1,16969,0,1,0,0,1,0,0,0,0,0,1,Q
2178, Q7,2017,49995,Semi-Auto,39300,Diesel,150,39.2,4.0,3,63247,1,0,0,0,1,0,0,0,0,0,1,Q
2179, Q2,2017,19995,Manual,29000,Petrol,150,49.6,1.4,3,46671,0,1,0,1,0,0,0,0,0,0,1,Q
2180, A3,2014,10995,Manual,42450,Petrol,20,60.1,1.4,6,68316,0,1,0,1,0,0,1,0,0,0,0,A
2181, A3,2016,12832,Manual,64278,Diesel,30,65.7,2.0,4,103445,1,0,0,1,0,0,1,0,0,0,0,A
2182, A4,2018,18370,Manual,30963,Diesel,145,68.9,2.0,2,49830,1,0,0,1,0,0,1,0,0,0,0,A
2183, A4,2014,10995,Semi-Auto,48500,Diesel,125,58.9,2.0,6,78053,1,0,0,0,1,0,1,0,0,0,0,A
2184, A1,2017,14995,Manual,15000,Petrol,30,56.5,1.4,3,24140,0,1,0,1,0,0,1,0,0,0,0,A
2185, Q3,2013,13495,Manual,40000,Diesel,165,49.6,2.0,7,64374,1,0,0,1,0,0,0,0,0,0,1,Q
2186, Q3,2015,17750,Manual,32000,Diesel,150,52.3,2.0,5,51499,1,0,0,1,0,0,0,0,0,0,1,Q
2187, A6,2016,16750,Manual,50764,Diesel,30,61.4,2.0,4,81697,1,0,0,1,0,0,1,0,0,0,0,A
2188, A3,2017,15141,Manual,8391,Petrol,20,60.1,1.0,3,13504,0,1,0,1,0,0,1,0,0,0,0,A
2189, Q5,2014,15547,Manual,44735,Petrol,235,37.7,2.0,6,71994,0,1,0,1,0,0,0,0,0,0,1,Q
2190, Q3,2017,16495,Manual,16000,Diesel,30,61.4,2.0,3,25749,1,0,0,1,0,0,0,0,0,0,1,Q
2191, Q2,2019,21995,Semi-Auto,4000,Petrol,145,42.8,1.5,1,6437,0,1,0,0,1,0,0,0,0,0,1,Q
2192, A6,2019,43995,Automatic,7500,Diesel,145,37.7,3.0,1,12070,1,0,0,0,0,1,1,0,0,0,0,A
2193, Q2,2019,19995,Manual,5000,Diesel,145,49.6,1.6,1,8047,1,0,0,1,0,0,0,0,0,0,1,Q
2194, Q5,2020,36995,Semi-Auto,2000,Petrol,145,32.1,2.0,0,3219,0,1,0,0,1,0,0,0,0,0,1,Q
2195, A4,2020,26995,Manual,4000,Petrol,145,42.2,2.0,0,6437,0,1,0,1,0,0,1,0,0,0,0,A
2196, A3,2018,21499,Manual,4012,Petrol,150,42.2,1.5,2,6457,0,1,0,1,0,0,1,0,0,0,0,A
2197, A1,2014,13750,Semi-Auto,24914,Petrol,20,60.1,1.4,6,40095,0,1,0,0,1,0,1,0,0,0,0,A
2198, A1,2015,10800,Manual,55369,Diesel,0,80.7,1.6,5,89108,1,0,0,1,0,0,1,0,0,0,0,A
2199, A1,2015,11750,Manual,30826,Petrol,30,55.4,1.4,5,49610,0,1,0,1,0,0,1,0,0,0,0,A
2200, A3,2016,21990,Semi-Auto,26824,Petrol,200,40.4,2.0,4,43169,0,1,0,0,1,0,1,0,0,0,0,A
2201, A4,2019,24990,Semi-Auto,12126,Diesel,150,49.6,2.0,1,19515,1,0,0,0,1,0,1,0,0,0,0,A
2202, A1,2015,15995,Manual,23514,Petrol,240,39.8,2.0,5,37842,0,1,0,1,0,0,1,0,0,0,0,A
2203, A6,2016,16230,Manual,52246,Diesel,30,58.9,2.0,4,84082,1,0,0,1,0,0,1,0,0,0,0,A
2204, A1,2015,9580,Manual,44141,Petrol,30,57.6,1.4,5,71038,0,1,0,1,0,0,1,0,0,0,0,A
2205, Q3,2014,12995,Semi-Auto,53000,Diesel,200,47.9,2.0,6,85295,1,0,0,0,1,0,0,0,0,0,1,Q
2206, A4,2020,32995,Semi-Auto,2000,Diesel,145,49.6,2.0,0,3219,1,0,0,0,1,0,1,0,0,0,0,A
2207, A5,2020,32495,Semi-Auto,2000,Petrol,145,39.2,2.0,0,3219,0,1,0,0,1,0,1,0,0,0,0,A
2208, A4,2020,26995,Manual,2000,Petrol,145,41.5,2.0,0,3219,0,1,0,1,0,0,1,0,0,0,0,A
2209, A4,2020,29995,Manual,4000,Petrol,145,38.2,2.0,0,6437,0,1,0,1,0,0,1,0,0,0,0,A
2210, A4,2020,32995,Semi-Auto,2000,Petrol,145,38.2,2.0,0,3219,0,1,0,0,1,0,1,0,0,0,0,A
2211, A4,2020,31995,Semi-Auto,1000,Petrol,145,40.9,2.0,0,1609,0,1,0,0,1,0,1,0,0,0,0,A
2212, Q2,2019,21495,Manual,5000,Diesel,145,49.6,1.6,1,8047,1,0,0,1,0,0,0,0,0,0,1,Q
2213, Q2,2019,19495,Manual,5000,Diesel,145,49.6,1.6,1,8047,1,0,0,1,0,0,0,0,0,0,1,Q
2214, Q3,2019,27495,Manual,6000,Diesel,145,42.8,2.0,1,9656,1,0,0,1,0,0,0,0,0,0,1,Q
2215, Q7,2019,51995,Semi-Auto,6000,Diesel,145,33.2,3.0,1,9656,1,0,0,0,1,0,0,0,0,0,1,Q
2216, Q3,2013,12695,Semi-Auto,40000,Diesel,200,47.9,2.0,7,64374,1,0,0,0,1,0,0,0,0,0,1,Q
2217, A4,2019,26995,Semi-Auto,5100,Petrol,145,38.2,2.0,1,8208,0,1,0,0,1,0,1,0,0,0,0,A
2218, Q7,2016,32495,Semi-Auto,30600,Diesel,200,47.9,3.0,4,49246,1,0,0,0,1,0,0,0,0,0,1,Q
2219, Q3,2017,24395,Semi-Auto,13200,Petrol,145,40.4,2.0,3,21243,0,1,0,0,1,0,0,0,0,0,1,Q
2220, Q2,2019,21395,Manual,5800,Diesel,145,47.9,1.6,1,9334,1,0,0,1,0,0,0,0,0,0,1,Q
2221, Q3,2019,25995,Semi-Auto,8300,Diesel,145,48.7,2.0,1,13358,1,0,0,0,1,0,0,0,0,0,1,Q
2222, Q2,2019,19495,Manual,4000,Petrol,145,47.1,1.0,1,6437,0,1,0,1,0,0,0,0,0,0,1,Q
2223, Q5,2016,20495,Semi-Auto,38000,Diesel,200,47.1,2.0,4,61155,1,0,0,0,1,0,0,0,0,0,1,Q
2224, A6,2018,19995,Manual,38000,Diesel,145,61.4,2.0,2,61155,1,0,0,1,0,0,1,0,0,0,0,A
2225, A1,2018,14995,Manual,34000,Petrol,145,55.4,1.4,2,54718,0,1,0,1,0,0,1,0,0,0,0,A
2226, A1,2014,13750,Semi-Auto,24900,Petrol,20,60.1,1.4,6,40073,0,1,0,0,1,0,1,0,0,0,0,A
2227, A4,2019,28795,Semi-Auto,5000,Diesel,145,54.3,2.0,1,8047,1,0,0,0,1,0,1,0,0,0,0,A
2228, A4,2019,28795,Semi-Auto,5000,Petrol,145,42.2,2.0,1,8047,0,1,0,0,1,0,1,0,0,0,0,A
2229, RS3,2015,26795,Semi-Auto,49000,Petrol,300,34.9,2.5,5,78858,0,1,0,0,1,0,0,0,1,1,0,R
2230, A4,2019,26695,Semi-Auto,5000,Diesel,145,51.4,2.0,1,8047,1,0,0,0,1,0,1,0,0,0,0,A
2231, A1,2017,15995,Manual,12000,Petrol,145,58.9,1.4,3,19312,0,1,0,1,0,0,1,0,0,0,0,A
2232, A5,2019,25995,Semi-Auto,7200,Petrol,145,40.4,2.0,1,11587,0,1,0,0,1,0,1,0,0,0,0,A
2233, Q2,2019,25495,Manual,6500,Petrol,145,39.2,1.5,1,10461,0,1,0,1,0,0,0,0,0,0,1,Q
2234, Q2,2017,20750,Semi-Auto,15709,Petrol,125,52.3,1.4,3,25281,0,1,0,0,1,0,0,0,0,0,1,Q
2235, Q5,2016,17990,Automatic,51756,Diesel,200,47.1,2.0,4,83293,1,0,0,0,0,1,0,0,0,0,1,Q
2236, A4,2016,13910,Manual,67840,Diesel,30,64.2,2.0,4,109178,1,0,0,1,0,0,1,0,0,0,0,A
2237, A3,2018,18195,Manual,19517,Petrol,145,54.3,1.5,2,31409,0,1,0,1,0,0,1,0,0,0,0,A
2238, A4,2017,15540,Automatic,35452,Diesel,145,70.6,2.0,3,57054,1,0,0,0,0,1,1,0,0,0,0,A
2239, Q3,2016,19000,Semi-Auto,45332,Petrol,205,40.4,2.0,4,72955,0,1,0,0,1,0,0,0,0,0,1,Q
2240, Q2,2016,19490,Semi-Auto,26906,Petrol,125,52.3,1.4,4,43301,0,1,0,0,1,0,0,0,0,0,1,Q
2241, A3,2016,15800,Manual,23631,Petrol,30,58.9,1.4,4,38030,0,1,0,1,0,0,1,0,0,0,0,A
2242, A1,2016,10765,Manual,38731,Diesel,0,76.3,1.6,4,62331,1,0,0,1,0,0,1,0,0,0,0,A
2243, A1,2015,10965,Manual,47000,Petrol,30,55.4,1.4,5,75639,0,1,0,1,0,0,1,0,0,0,0,A
2244, Q5,2016,18998,Semi-Auto,41313,Diesel,200,47.1,2.0,4,66487,1,0,0,0,1,0,0,0,0,0,1,Q
2245, A5,2019,26295,Semi-Auto,6500,Petrol,145,40.4,2.0,1,10461,0,1,0,0,1,0,1,0,0,0,0,A
2246, A3,2016,17495,Manual,21500,Petrol,30,58.9,1.4,4,34601,0,1,0,1,0,0,1,0,0,0,0,A
2247, A4,2017,26995,Semi-Auto,19650,Petrol,145,38.7,3.0,3,31624,0,1,0,0,1,0,1,0,0,0,0,A
2248, TT,2016,16995,Manual,34000,Petrol,160,46.3,2.0,4,54718,0,1,0,1,0,0,0,1,0,0,0,T
2249, TT,2016,16995,Manual,11000,Petrol,145,47.1,1.8,4,17703,0,1,0,1,0,0,0,1,0,0,0,T
2250, Q5,2017,23995,Semi-Auto,34000,Diesel,145,56.5,2.0,3,54718,1,0,0,0,1,0,0,0,0,0,1,Q
2251, A5,2019,37995,Semi-Auto,5000,Petrol,145,36.2,2.0,1,8047,0,1,0,0,1,0,1,0,0,0,0,A
2252, A1,2016,12995,Manual,38000,Petrol,30,56.5,1.4,4,61155,0,1,0,1,0,0,1,0,0,0,0,A
2253, Q5,2017,33995,Semi-Auto,50000,Petrol,145,34.0,3.0,3,80467,0,1,0,0,1,0,0,0,0,0,1,Q
2254, Q5,2020,58495,Semi-Auto,4000,Diesel,145,32.5,3.0,0,6437,1,0,0,0,1,0,0,0,0,0,1,Q
2255, R8,2020,137995,Semi-Auto,70,Petrol,145,21.1,5.2,0,113,0,1,0,0,1,0,0,0,0,1,0,R
2256, Q3,2015,13995,Manual,41000,Diesel,30,61.4,2.0,5,65983,1,0,0,1,0,0,0,0,0,0,1,Q
2257, Q2,2017,16995,Semi-Auto,28000,Petrol,30,54.3,1.4,3,45062,0,1,0,0,1,0,0,0,0,0,1,Q
2258, RS4,2018,52495,Semi-Auto,12000,Petrol,145,32.1,2.9,2,19312,0,1,0,0,1,0,0,0,1,1,0,R
2259, A6,2018,19495,Semi-Auto,47500,Diesel,145,64.2,2.0,2,76444,1,0,0,0,1,0,1,0,0,0,0,A
2260, A6,2017,20495,Manual,34000,Diesel,145,61.4,2.0,3,54718,1,0,0,1,0,0,1,0,0,0,0,A
2261, Q3,2019,24995,Manual,5000,Petrol,145,40.9,1.5,1,8047,0,1,0,1,0,0,0,0,0,0,1,Q
2262, A6,2019,26995,Semi-Auto,6000,Diesel,145,47.9,2.0,1,9656,1,0,0,0,1,0,1,0,0,0,0,A
2263, Q2,2019,26995,Manual,5000,Petrol,145,39.2,1.5,1,8047,0,1,0,1,0,0,0,0,0,0,1,Q
2264, Q2,2019,21995,Manual,5000,Diesel,145,47.9,1.6,1,8047,1,0,0,1,0,0,0,0,0,0,1,Q
2265, A4,2019,27495,Semi-Auto,7000,Diesel,145,49.6,2.0,1,11265,1,0,0,0,1,0,1,0,0,0,0,A
2266, A4,2019,24995,Manual,8000,Petrol,145,38.2,2.0,1,12875,0,1,0,1,0,0,1,0,0,0,0,A
2267, A4,2019,26295,Automatic,7000,Diesel,145,48.7,2.0,1,11265,1,0,0,0,0,1,1,0,0,0,0,A
2268, A6,2016,20995,Semi-Auto,23700,Diesel,30,61.4,3.0,4,38141,1,0,0,0,1,0,1,0,0,0,0,A
2269, A1,2017,14790,Semi-Auto,15663,Petrol,150,56.5,1.4,3,25207,0,1,0,0,1,0,1,0,0,0,0,A
2270, A4,2014,9990,Manual,49441,Diesel,30,62.8,2.0,6,79567,1,0,0,1,0,0,1,0,0,0,0,A
2271, A3,2018,16990,Semi-Auto,19704,Petrol,150,58.9,1.5,2,31710,0,1,0,0,1,0,1,0,0,0,0,A
2272, A3,2015,15795,Manual,33000,Petrol,20,60.1,1.4,5,53108,0,1,0,1,0,0,1,0,0,0,0,A
2273, Q2,2020,26995,Manual,2000,Petrol,145,43.5,1.5,0,3219,0,1,0,1,0,0,0,0,0,0,1,Q
2274, Q3,2020,34995,Semi-Auto,5000,Diesel,145,47.1,2.0,0,8047,1,0,0,0,1,0,0,0,0,0,1,Q
2275, A6,2019,41995,Semi-Auto,6500,Diesel,145,37.7,3.0,1,10461,1,0,0,0,1,0,1,0,0,0,0,A
2276, A7,2019,47995,Semi-Auto,4000,Diesel,145,35.8,3.0,1,6437,1,0,0,0,1,0,1,0,0,0,0,A
2277, RS6,2017,54995,Automatic,15500,Petrol,325,29.4,4.0,3,24945,0,1,0,0,0,1,0,0,1,1,0,R
2278, A1,2017,10465,Manual,44330,Diesel,0,76.3,1.6,3,71342,1,0,0,1,0,0,1,0,0,0,0,A
2279, TT,2017,16465,Manual,41699,Petrol,150,47.1,1.8,3,67108,0,1,0,1,0,0,0,1,0,0,0,T
2280, A4,2016,12465,Manual,61224,Diesel,20,70.6,2.0,4,98530,1,0,0,1,0,0,1,0,0,0,0,A
2281, A3,2016,15965,Manual,32110,Petrol,125,49.6,2.0,4,51676,0,1,0,1,0,0,1,0,0,0,0,A
2282, A3,2015,15995,Manual,18939,Diesel,20,68.9,2.0,5,30479,1,0,0,1,0,0,1,0,0,0,0,A
2283, A3,2015,15995,Manual,18400,Diesel,20,68.9,2.0,5,29612,1,0,0,1,0,0,1,0,0,0,0,A
2284, TT,2017,23500,Semi-Auto,55370,Petrol,145,40.9,2.0,3,89109,0,1,0,0,1,0,0,1,0,0,0,T
2285, A3,2017,18995,Manual,9538,Petrol,150,56.5,1.4,3,15350,0,1,0,1,0,0,1,0,0,0,0,A
2286, A3,2018,22900,Semi-Auto,18972,Petrol,150,47.9,2.0,2,30532,0,1,0,0,1,0,1,0,0,0,0,A
2287, Q3,2016,18000,Manual,24602,Diesel,145,52.3,2.0,4,39593,1,0,0,1,0,0,0,0,0,0,1,Q
2288, A3,2015,12500,Automatic,49548,Petrol,20,60.1,1.4,5,79740,0,1,0,0,0,1,1,0,0,0,0,A
2289, A1,2015,10800,Manual,55600,Diesel,0,80.7,1.6,5,89479,1,0,0,1,0,0,1,0,0,0,0,A
2290, Q7,2019,54495,Semi-Auto,4000,Diesel,145,33.2,3.0,1,6437,1,0,0,0,1,0,0,0,0,0,1,Q
2291, A3,2019,24995,Semi-Auto,5000,Diesel,145,50.4,2.0,1,8047,1,0,0,0,1,0,1,0,0,0,0,A
2292, A5,2017,19495,Semi-Auto,19300,Diesel,20,70.6,2.0,3,31060,1,0,0,0,1,0,1,0,0,0,0,A
2293, Q2,2018,19995,Manual,10900,Petrol,145,52.3,1.4,2,17542,0,1,0,1,0,0,0,0,0,0,1,Q
2294, A5,2019,26995,Manual,6000,Petrol,145,47.1,2.0,1,9656,0,1,0,1,0,0,1,0,0,0,0,A
2295, A5,2019,24995,Manual,8000,Petrol,145,39.8,2.0,1,12875,0,1,0,1,0,0,1,0,0,0,0,A
2296, A5,2016,15995,Manual,32000,Diesel,125,60.1,2.0,4,51499,1,0,0,1,0,0,1,0,0,0,0,A
2297, Q3,2017,17995,Manual,15968,Petrol,150,49.6,1.4,3,25698,0,1,0,1,0,0,0,0,0,0,1,Q
2298, Q3,2016,17600,Semi-Auto,41324,Diesel,160,50.4,2.0,4,66504,1,0,0,0,1,0,0,0,0,0,1,Q
2299, A4,2017,13700,Semi-Auto,67227,Diesel,145,70.6,2.0,3,108191,1,0,0,0,1,0,1,0,0,0,0,A
2300, Q3,2017,15860,Semi-Auto,44080,Petrol,145,47.9,1.4,3,70940,0,1,0,0,1,0,0,0,0,0,1,Q
2301, Q3,2017,15790,Manual,39544,Petrol,125,51.4,1.4,3,63640,0,1,0,1,0,0,0,0,0,0,1,Q
2302, A4,2016,17995,Manual,34714,Diesel,30,62.8,2.0,4,55867,1,0,0,1,0,0,1,0,0,0,0,A
2303, A5,2016,18299,Automatic,26498,Diesel,145,56.5,2.0,4,42644,1,0,0,0,0,1,1,0,0,0,0,A
2304, Q2,2017,19599,Semi-Auto,32677,Petrol,145,52.3,1.4,3,52588,0,1,0,0,1,0,0,0,0,0,1,Q
2305, A4,2016,16600,Manual,29112,Diesel,0,74.3,2.0,4,46851,1,0,0,1,0,0,1,0,0,0,0,A
2306, A1,2013,9750,Manual,29773,Petrol,125,52.3,1.4,7,47915,0,1,0,1,0,0,1,0,0,0,0,A
2307, A3,2016,12500,Manual,36385,Petrol,125,53.3,1.4,4,58556,0,1,0,1,0,0,1,0,0,0,0,A
2308, TT,2016,15465,Manual,51400,Diesel,30,62.8,2.0,4,82720,1,0,0,1,0,0,0,1,0,0,0,T
2309, Q5,2015,21965,Semi-Auto,62253,Diesel,260,41.5,3.0,5,100186,1,0,0,0,1,0,0,0,0,0,1,Q
2310, A1,2016,10965,Manual,24642,Petrol,0,67.3,1.0,4,39657,0,1,0,1,0,0,1,0,0,0,0,A
2311, A3,2016,13454,Manual,57296,Petrol,30,57.6,1.4,4,92209,0,1,0,1,0,0,1,0,0,0,0,A
2312, A8,2015,19870,Automatic,25406,Diesel,160,49.6,3.0,5,40887,1,0,0,0,0,1,1,0,0,0,0,A
2313, Q3,2017,18291,Manual,28615,Diesel,145,56.5,2.0,3,46051,1,0,0,1,0,0,0,0,0,0,1,Q
2314, A8,2013,19061,Semi-Auto,37206,Petrol,325,29.7,4.0,7,59877,0,1,0,0,1,0,1,0,0,0,0,A
2315, Q3,2019,28500,Manual,5500,Diesel,145,42.8,2.0,1,8851,1,0,0,1,0,0,0,0,0,0,1,Q
2316, A5,2019,27994,Automatic,6000,Diesel,145,48.7,2.0,1,9656,1,0,0,0,0,1,1,0,0,0,0,A
2317, A6,2019,30500,Automatic,7000,Diesel,145,50.4,2.0,1,11265,1,0,0,0,0,1,1,0,0,0,0,A
2318, A6,2019,30500,Automatic,100,Diesel,145,50.4,2.0,1,161,1,0,0,0,0,1,1,0,0,0,0,A
2319, A4,2017,19000,Semi-Auto,45100,Petrol,160,45.6,2.0,3,72581,0,1,0,0,1,0,1,0,0,0,0,A
2320, Q2,2019,23500,Automatic,4296,Diesel,145,47.9,2.0,1,6914,1,0,0,0,0,1,0,0,0,0,1,Q
2321, Q7,2017,43500,Semi-Auto,51187,Diesel,300,39.2,4.0,3,82377,1,0,0,0,1,0,0,0,0,0,1,Q
2322, A4,2019,26495,Semi-Auto,9482,Diesel,150,47.9,2.0,1,15260,1,0,0,0,1,0,1,0,0,0,0,A
2323, A6,2018,24480,Semi-Auto,30067,Petrol,150,47.1,1.8,2,48388,0,1,0,0,1,0,1,0,0,0,0,A
2324, Q3,2016,18940,Manual,30146,Diesel,165,49.6,2.0,4,48515,1,0,0,1,0,0,0,0,0,0,1,Q
2325, A4,2018,16980,Manual,27954,Petrol,150,53.3,1.4,2,44987,0,1,0,1,0,0,1,0,0,0,0,A
2326, Q3,2018,21500,Manual,20000,Petrol,150,49.6,1.4,2,32187,0,1,0,1,0,0,0,0,0,0,1,Q
2327, Q2,2019,20995,Manual,9840,Petrol,150,42.8,1.5,1,15836,0,1,0,1,0,0,0,0,0,0,1,Q
2328, Q3,2016,17995,Manual,17800,Diesel,30,60.1,2.0,4,28646,1,0,0,1,0,0,0,0,0,0,1,Q
2329, Q5,2016,29500,Semi-Auto,37500,Diesel,240,42.8,3.0,4,60350,1,0,0,0,1,0,0,0,0,0,1,Q
2330, A5,2018,23015,Semi-Auto,14000,Diesel,150,67.3,2.0,2,22531,1,0,0,0,1,0,1,0,0,0,0,A
2331, TT,2016,21500,Semi-Auto,24750,Petrol,200,40.9,2.0,4,39831,0,1,0,0,1,0,0,1,0,0,0,T
2332, A3,2018,26750,Semi-Auto,19602,Petrol,145,43.5,2.0,2,31546,0,1,0,0,1,0,1,0,0,0,0,A
2333, Q2,2017,17940,Semi-Auto,30522,Petrol,150,54.3,1.4,3,49120,0,1,0,0,1,0,0,0,0,0,1,Q
2334, A3,2019,22480,Manual,6925,Diesel,145,51.4,1.6,1,11145,1,0,0,1,0,0,1,0,0,0,0,A
2335, Q2,2017,17188,Manual,9249,Diesel,30,64.2,1.6,3,14885,1,0,0,1,0,0,0,0,0,0,1,Q
2336, A3,2016,16040,Manual,20770,Petrol,30,58.9,1.4,4,33426,0,1,0,1,0,0,1,0,0,0,0,A
2337, TT,2013,9397,Manual,37856,Petrol,205,43.5,1.8,7,60923,0,1,0,1,0,0,0,1,0,0,0,T
